timestamp,open,high,low,close,volume
2025-05-23,3479.0000,3534.5500,3470.0000,3514.0000,56031
2025-05-22,3505.0000,3505.0000,3451.9500,3479.0000,87035
2025-05-21,3503.2000,3535.0000,3499.0000,3524.9500,89492
2025-05-20,3540.0000,3558.9500,3492.8000,3498.0500,276279
2025-05-19,3549.2500,3549.5000,3503.6001,3519.2000,202305
2025-05-16,3580.9500,3586.0000,3547.0000,3562.9500,239863
2025-05-15,3554.0000,3599.0000,3514.8000,3580.7500,117209
2025-05-14,3515.9500,3561.0000,3507.2500,3549.0500,58427
2025-05-13,3623.9500,3623.9500,3510.2000,3515.9500,130770
2025-05-12,3500.1001,3630.0000,3500.1001,3620.3000,172535
2025-05-09,3380.0000,3445.1499,3380.0000,3442.2000,50372
2025-05-08,3448.8999,3475.1499,3430.0000,3447.4500,52602
2025-05-07,3449.9500,3458.3501,3421.3000,3445.2000,40003
2025-05-06,3456.4500,3473.8000,3435.9500,3458.9500,88329
2025-05-05,3445.0500,3503.8000,3445.0500,3455.1499,47732
2025-05-02,3474.5000,3491.8000,3421.1001,3443.8000,54402
2025-04-30,3471.5000,3509.6001,3367.8501,3429.6499,52154
2025-04-29,3444.1001,3495.0000,3431.2000,3471.5000,107574
2025-04-28,3431.0000,3457.9500,3405.0000,3443.5500,69145
2025-04-25,3402.6001,3477.5500,3402.6001,3447.3501,67985
2025-04-24,3401.8999,3412.3000,3389.0000,3401.2500,60547
2025-04-23,3358.0500,3420.0000,3337.5500,3412.3000,153398
2025-04-22,3324.9500,3333.7000,3294.4500,3318.0500,170295
2025-04-21,3293.9500,3353.8501,3285.8501,3321.6001,135470
2025-04-17,3240.0000,3304.0000,3218.5000,3298.9500,70459
2025-04-16,3274.7500,3278.2000,3230.1001,3272.7500,87689
2025-04-15,3300.0500,3310.0000,3240.2000,3247.7000,161796
2025-04-11,3290.0000,3298.3999,3205.2500,3232.3000,229229
2025-04-09,3276.0000,3276.0000,3215.8999,3246.1001,131136
2025-04-08,3299.0000,3348.8999,3255.3000,3293.5500,263659
2025-04-07,3060.2500,3290.0000,3060.2500,3276.6001,274432
2025-04-04,3366.9500,3391.3000,3295.6001,3299.4500,171571
2025-04-03,3485.3999,3498.0000,3396.1001,3403.8999,207922
2025-04-02,3550.3501,3563.7000,3530.0500,3545.0000,32290
2025-04-01,3588.9500,3588.9500,3524.0000,3550.3501,71234
2025-03-28,3648.0000,3660.0000,3596.0500,3604.4500,70765
2025-03-27,3624.6499,3662.8501,3610.0000,3651.6499,30955
2025-03-26,3661.0000,3679.8999,3625.0000,3635.5000,29338
2025-03-25,3649.9500,3708.8999,3638.0500,3657.7000,140545
2025-03-24,3585.0500,3649.6001,3566.6499,3631.5500,85061
2025-03-21,3499.9500,3615.0000,3466.6001,3579.3999,68893
2025-03-20,3508.0500,3577.5500,3508.0500,3562.8000,113648
2025-03-19,3549.0000,3549.0000,3463.0500,3497.1499,157024
2025-03-18,3503.0000,3556.4500,3479.0000,3552.6499,78586
2025-03-17,3508.5000,3610.3000,3478.0000,3497.2500,91119
2025-03-13,3506.0000,3524.1499,3484.5000,3512.3501,21598
2025-03-12,3564.9500,3565.3000,3489.6001,3503.6001,37641
2025-03-11,3553.2500,3589.5500,3536.8999,3574.8999,48906
2025-03-10,3610.2000,3623.4500,3582.1001,3588.1001,40546
2025-03-07,3624.9500,3624.9500,3575.0000,3611.3000,30644
2025-03-06,3568.0000,3608.9500,3536.1499,3599.7000,52086
2025-03-05,3529.9500,3598.0000,3521.1001,3549.3501,50343
2025-03-04,3483.9500,3549.8999,3463.8000,3532.6499,68643
2025-03-03,3499.8501,3523.9500,3475.0000,3496.5500,90088
2025-02-28,3588.8000,3599.0000,3457.3501,3483.8999,95141
2025-02-27,3628.9500,3637.9500,3600.0000,3612.3501,58527
2025-02-25,3639.9500,3657.9500,3621.6001,3631.1001,209408
2025-02-24,3767.3501,3767.3501,3670.6499,3674.8999,276198
2025-02-21,3781.2000,3816.6001,3775.0000,3785.7500,89843
2025-02-20,3779.0000,3789.5000,3755.0000,3777.9500,45355
2025-02-19,3872.0000,3873.2000,3767.5000,3781.3501,163847
2025-02-18,3903.3999,3924.6001,3861.0000,3869.4500,55205
2025-02-17,3900.0000,3934.5500,3860.0000,3903.3999,126487
2025-02-14,3925.0000,3948.0000,3900.6001,3932.7500,88802
2025-02-13,3955.0000,3977.9500,3903.3501,3909.1001,38697
2025-02-12,3966.0500,4020.0000,3941.3000,3950.2000,70639
2025-02-11,4029.8000,4040.8501,3955.6001,3964.3999,73609
2025-02-10,4049.9500,4051.9500,4014.0500,4035.5000,91371
2025-02-07,4060.1499,4091.8999,4009.0500,4029.3501,22001
2025-02-06,4095.4500,4135.0000,4052.7000,4082.7000,40965
2025-02-05,4161.0000,4161.0000,4075.8999,4090.7500,32703
2025-02-04,4089.2000,4120.0000,4065.0000,4113.7002,75645
2025-02-03,4030.0000,4076.0000,3999.0000,4067.3000,32307
2025-02-01,4100.0498,4129.0000,4057.8501,4073.7500,14616
2025-01-31,4102.5000,4127.8501,4088.3501,4109.0000,45628
2025-01-30,4098.0000,4129.7998,4060.6001,4102.4502,47369
2025-01-29,4057.2500,4106.0000,4055.0000,4096.3501,39893
2025-01-28,4065.1001,4101.9502,4029.5500,4036.4500,74127
2025-01-27,4105.4502,4155.0000,4041.5500,4066.2000,31079
2025-01-24,4100.0000,4177.7002,4100.0000,4151.2998,40081
2025-01-23,4154.0498,4190.9502,4141.7998,4145.7002,20614
2025-01-22,4062.0500,4163.0000,4051.3501,4154.0000,62430
2025-01-21,4098.0000,4112.7002,4029.2000,4034.3501,169326
2025-01-20,4132.1499,4149.4502,4068.3501,4076.9500,38280
2025-01-17,4165.0000,4165.0000,4100.5000,4125.7002,41873
2025-01-16,4270.0000,4290.0000,4192.2500,4208.1001,60642
2025-01-15,4223.7500,4254.3999,4208.0000,4248.5498,142598
2025-01-14,4280.1001,4315.9502,4218.3999,4233.7500,228749
2025-01-13,4249.9502,4321.6499,4224.6499,4291.7998,129611
2025-01-10,4200.0000,4296.7998,4172.1499,4265.5498,221040
2025-01-09,4105.8999,4136.8999,4025.4500,4036.6499,72625
2025-01-08,4044.5500,4125.9502,4017.0500,4107.5000,58204
2025-01-07,4106.0000,4136.8999,4011.2500,4028.2000,97931
2025-01-06,4105.0000,4149.2500,4064.7000,4094.7000,64713
2025-01-03,4180.0498,4180.0498,4091.0000,4099.2500,161332
2025-01-02,4124.9502,4203.5000,4098.0000,4184.2500,80295
2025-01-01,4100.0000,4134.6499,4088.0000,4112.7998,29165
2024-12-31,4123.5498,4133.3501,4034.0000,4097.2002,49909
2024-12-30,4174.8999,4199.0000,4112.0000,4158.9502,34498
2024-12-27,4162.0000,4180.5000,4149.0000,4167.9502,46264
2024-12-26,4176.0000,4192.2998,4142.3501,4168.6001,28724
2024-12-24,4159.9502,4217.2998,4158.0498,4180.6499,38839
2024-12-23,4199.0000,4215.3501,4115.0000,4156.7998,59196
2024-12-20,4310.1001,4381.9502,4152.9502,4168.0498,125781
2024-12-19,4283.8501,4362.8999,4262.3999,4271.5000,55639
2024-12-18,4324.3501,4360.0000,4295.9502,4348.2002,23020
2024-12-17,4415.8999,4430.4502,4318.0000,4324.3999,53684
2024-12-16,4424.1001,4473.0000,4398.7500,4415.8999,34329
2024-12-13,4449.0000,4493.7998,4394.7002,4473.6001,184505
2024-12-12,4444.9502,4484.9502,4427.0000,4456.9502,99704
2024-12-11,4438.5000,4449.8999,4407.6001,4427.5498,38019
2024-12-10,4446.9502,4494.0000,4414.5000,4431.9502,40964
2024-12-09,4424.0000,4470.0000,4416.4502,4452.0498,81719
2024-12-06,4450.0000,4463.1001,4413.0000,4446.5000,116291
2024-12-05,4365.0000,4488.0000,4360.2002,4459.2500,183703
2024-12-04,4319.8999,4386.3999,4294.2002,4355.1001,38270
2024-12-03,4300.0000,4325.5000,4266.5498,4301.4502,30653
2024-12-02,4264.9502,4287.0000,4230.0000,4272.9502,40342
2024-11-29,4219.9502,4298.0000,4196.0000,4273.5498,121945
2024-11-28,4327.9502,4340.1001,4234.0000,4248.0498,46853
2024-11-27,4351.8501,4377.0000,4323.1499,4332.1001,33790
2024-11-26,4286.8501,4364.5498,4286.8501,4351.8501,75212
2024-11-25,4293.9502,4328.0000,4253.8999,4315.1001,114861
2024-11-22,4079.7000,4254.5000,4053.6001,4245.7500,228392
2024-11-21,4089.9500,4090.0000,4025.0000,4077.2500,77479
2024-11-19,4028.8501,4131.0000,4015.8501,4039.3000,55789
2024-11-18,4215.0000,4215.0000,3990.6499,4019.5000,96670
2024-11-14,4131.7998,4160.3501,4115.8999,4146.1499,150903
2024-11-13,4186.7500,4195.0000,4131.0000,4149.0498,22090
2024-11-12,4200.1499,4214.0000,4165.0000,4195.9502,27766
2024-11-11,4134.9502,4233.8501,4119.0000,4195.0498,37213
2024-11-08,4158.9502,4169.1499,4119.7002,4145.0000,114003
2024-11-07,4184.0000,4205.2500,4085.0500,4149.3999,44655
2024-11-06,4000.0500,4149.7998,3977.0000,4138.7998,426912
2024-11-05,3962.3999,3962.3999,3962.3999,3962.3999,0
2024-11-04,3969.9500,3986.2500,3915.0000,3962.3999,69842
2024-11-01,3992.9500,3996.0000,3979.7500,3985.3999,17194
2024-10-31,4058.4500,4079.9500,3959.0000,3971.2500,417913
2024-10-30,4077.1499,4077.1499,4077.1499,4077.1499,0
2024-10-29,4090.0500,4101.0000,4059.5500,4077.1499,100517
2024-10-28,4058.0500,4133.0000,4051.0500,4093.0500,77086
2024-10-25,4069.8999,4091.7500,4034.0000,4057.8999,142063
2024-10-24,4016.3501,4075.6001,4016.3501,4048.1499,41480
2024-10-23,3986.5500,4113.6499,3986.5500,4066.7500,70857
2024-10-22,4054.0500,4090.0000,4008.0000,4015.8000,44932
2024-10-21,4125.0498,4138.1499,4062.8501,4078.3000,49298
2024-10-18,4109.0000,4146.1001,4090.0000,4121.8501,151716
2024-10-17,4118.7500,4129.0000,4092.2500,4106.2002,70673
2024-10-16,4077.5000,4114.6001,4068.3000,4094.8000,97300
2024-10-15,4145.0000,4169.0000,4095.5000,4117.5000,120743
2024-10-14,4145.0000,4166.3999,4121.9502,4136.6499,54607
2024-10-11,4140.0000,4240.0000,4112.6499,4150.6001,285561
2024-10-10,4248.0498,4293.2998,4200.0000,4228.3999,48517
2024-10-09,4274.6499,4295.0000,4245.6499,4252.2998,24745
2024-10-08,4270.8501,4272.8501,4205.0000,4251.2998,48326
2024-10-07,4265.0498,4297.2500,4229.0000,4272.2500,95249
2024-10-04,4225.0000,4299.0000,4224.6499,4249.1001,226516
2024-10-03,4277.9502,4277.9502,4209.2998,4232.3999,89286
2024-10-01,4255.0000,4295.2002,4243.1001,4286.2998,126596
2024-09-30,4294.9502,4296.4502,4259.8501,4268.3999,52596
2024-09-27,4343.3501,4378.4502,4300.1001,4309.0498,86656
2024-09-26,4255.0000,4316.3501,4255.0000,4291.2500,66991
2024-09-25,4257.9502,4289.0000,4240.0000,4275.9502,61267
2024-09-24,4264.9502,4290.0000,4243.3501,4272.3999,25648
2024-09-23,4286.0498,4303.9502,4252.7002,4267.5498,53740
2024-09-20,4320.9502,4331.2002,4226.6001,4285.2998,503940
2024-09-19,4397.7500,4421.0000,4282.8999,4296.8501,81459
2024-09-18,4516.9502,4516.9502,4321.6499,4346.6001,68843
2024-09-17,4505.1499,4535.0000,4468.7500,4503.6499,17791
2024-09-16,4530.0000,4544.7998,4495.9502,4513.0000,16633
2024-09-13,4530.0000,4546.5000,4505.7500,4522.2500,126778
2024-09-12,4501.5498,4530.2002,4431.7002,4517.2002,39658
2024-09-11,4520.0000,4548.0000,4473.6001,4485.2500,21662
2024-09-10,4453.0000,4539.9502,4441.0000,4506.8999,68749
2024-09-09,4401.1001,4490.0000,4401.1001,4453.0000,39832
2024-09-06,4479.9502,4517.7998,4440.2500,4457.5000,197568
2024-09-05,4484.0000,4498.0000,4455.0000,4480.3501,26026
2024-09-04,4479.0000,4486.4502,4438.3501,4479.6499,91069
2024-09-03,4540.1001,4555.0000,4495.5000,4512.2002,73169
2024-09-02,4584.8501,4585.8999,4513.7500,4520.8501,28256
2024-08-30,4513.0498,4580.0000,4488.7002,4551.8501,141415
2024-08-29,4450.0000,4555.0000,4450.0000,4510.5498,50690
2024-08-28,4500.0000,4563.1499,4457.8501,4506.7500,72249
2024-08-27,4501.1499,4501.1499,4501.1499,4501.1499,0
2024-08-26,4480.2998,4551.0000,4480.2998,4501.1499,155945
2024-08-23,4500.0000,4504.5000,4453.1499,4464.0000,233214
2024-08-22,4564.0000,4564.0000,4497.3501,4499.9502,81625
2024-08-21,4501.0498,4558.7998,4500.0000,4551.7002,74833
2024-08-20,4503.0000,4564.7500,4500.0000,4522.5498,53774
2024-08-19,4417.8999,4493.0000,4390.4502,4489.3501,91876
2024-08-16,4353.9502,4427.8999,4327.2500,4416.5498,183439
2024-08-14,4206.1499,4304.2002,4190.8999,4291.6499,115005
2024-08-13,4211.0498,4232.8501,4183.6001,4195.0000,33895
2024-08-12,4239.7998,4239.7998,4188.8501,4196.1001,46631
2024-08-09,4227.9502,4251.5000,4215.0000,4230.0498,169602
2024-08-08,4178.0000,4231.0000,4160.5000,4170.8999,65387
2024-08-07,4220.0498,4242.0000,4181.0000,4200.7998,14407
2024-08-06,4162.6001,4256.0000,4160.1499,4170.7002,69313
2024-08-05,4200.0498,4233.4502,4110.7998,4155.2998,53458
2024-08-02,4363.0000,4397.3999,4268.2998,4283.0000,311400
2024-08-01,4399.7500,4419.0000,4365.6499,4395.7500,75476
2024-07-31,4363.9502,4414.3999,4348.2998,4384.6499,49127
2024-07-30,4381.2500,4397.9502,4327.5000,4364.2500,32025
2024-07-29,4421.8501,4431.2500,4370.7998,4380.2002,65907
2024-07-26,4331.0498,4421.5000,4331.0498,4387.9502,406430
2024-07-25,4296.9502,4343.9502,4276.5000,4322.8999,56996
2024-07-24,4281.0498,4339.0000,4277.2500,4306.2002,112849
2024-07-23,4298.9502,4360.0000,4265.5498,4302.5000,69621
2024-07-22,4295.0498,4318.0000,4265.0000,4286.2002,90087
2024-07-19,4314.2998,4360.2500,4286.1499,4302.7500,239493
2024-07-18,4159.9502,4324.2998,4159.9502,4314.2998,289927
2024-07-16,4180.0000,4193.3501,4144.6499,4175.3501,177807
2024-07-15,4225.6001,4237.0498,4158.0000,4168.0000,158248
2024-07-12,4001.1499,4199.0000,3974.1001,4184.8999,589314
2024-07-11,3944.6499,3979.8999,3895.7000,3922.7000,551198
2024-07-10,3978.0500,4003.0000,3902.2000,3909.8999,214484
2024-07-09,3976.1001,4011.0000,3976.0000,3991.7000,46214
2024-07-08,4015.0500,4026.3000,3910.0000,3975.9500,92000
2024-07-05,4014.9500,4026.8000,3988.0000,4012.4500,305014
2024-07-04,4004.9500,4047.7500,3979.3501,4021.2500,56861
2024-07-03,4020.0000,4020.8501,3954.4500,3964.8501,40378
2024-07-02,3990.0000,4022.0000,3984.0000,4016.0000,50665
2024-07-01,3904.0000,4000.9500,3886.0500,3973.3999,155437
2024-06-28,3927.5000,3959.9500,3896.3999,3904.9500,299222
2024-06-27,3825.0000,3940.0000,3819.1001,3933.5000,200853
2024-06-26,3840.3501,3865.0000,3840.3501,3856.0500,81411
2024-06-25,3820.0000,3846.8999,3793.7000,3839.1001,52324
2024-06-24,3810.7500,3856.0000,3798.0000,3817.3000,31624
2024-06-21,3848.9500,3877.1001,3797.3000,3808.9500,345408
2024-06-20,3801.0000,3809.3501,3780.1001,3786.6001,29584
2024-06-19,3821.5000,3832.5500,3794.0000,3801.1001,29711
2024-06-18,3822.1499,3842.0000,3797.3501,3814.7500,40767
2024-06-14,3885.3000,3887.0000,3826.4500,3831.9500,66905
2024-06-13,3859.2500,3889.9500,3853.7500,3877.5000,79595
2024-06-12,3879.6499,3893.3000,3827.2000,3832.3999,23859
2024-06-11,3861.9500,3878.0000,3842.0000,3852.0500,27087
2024-06-10,3904.9500,3904.9500,3842.0000,3856.3000,36808
2024-06-07,3835.0000,3915.0000,3835.0000,3892.8999,429643
2024-06-06,3776.0000,3839.0000,3742.0000,3830.7000,101962
2024-06-05,3715.0000,3783.6001,3700.0000,3746.6001,104806
2024-06-04,3719.9500,3743.8501,3593.3000,3715.8000,200551
2024-06-03,3774.8999,3774.8999,3696.1001,3707.3501,51497
2024-05-31,3749.5000,3749.5000,3655.0000,3669.5000,350824
2024-05-30,3781.0000,3794.7000,3717.0000,3735.8000,169744
2024-05-29,3842.0000,3844.2500,3800.5500,3805.4500,93331
2024-05-28,3883.9500,3883.9500,3831.5500,3840.0000,27095
2024-05-27,3852.6499,3907.0000,3840.0000,3846.5500,99435
2024-05-24,3870.1499,3885.0000,3842.4500,3850.7500,163855
2024-05-23,3835.8000,3904.7500,3827.7000,3895.1001,39379
2024-05-22,3840.0000,3841.4500,3816.0000,3831.3501,88374
2024-05-21,3844.9500,3844.9500,3810.1001,3821.6499,90317
2024-05-17,3915.0500,3920.0000,3829.7000,3833.9500,223617
2024-05-16,3888.7500,3910.0000,3844.5000,3900.3000,33443
2024-05-15,3901.9500,3930.2000,3875.0500,3880.3501,71057
2024-05-14,3926.1499,3945.2000,3893.8000,3901.9500,19294
2024-05-13,3888.0000,3955.0000,3869.6499,3946.8000,68499
2024-05-10,3965.0000,3973.8000,3884.6499,3895.8501,119844
2024-05-09,3959.3501,3970.0000,3911.0500,3960.0500,24876
2024-05-08,3951.5500,3984.0000,3940.0500,3972.7000,25099
2024-05-07,3925.8501,3988.3000,3912.7000,3978.2500,68881
2024-05-06,3859.9500,3939.1001,3855.0000,3920.7000,53334
2024-05-03,3881.6499,3893.3000,3798.0500,3839.3501,149072
2024-05-02,3800.0000,3870.2000,3782.5000,3863.7500,76798
2024-04-30,3870.6001,3880.0000,3810.0000,3822.6001,98711
2024-04-29,3825.6001,3877.7000,3820.0000,3870.6001,22303
2024-04-26,3859.6499,3875.8501,3801.2500,3812.8501,114191
2024-04-25,3814.2000,3872.0000,3807.8000,3851.8501,86420
2024-04-24,3890.0000,3896.0000,3824.1499,3831.2500,38530
2024-04-23,3880.0000,3894.8999,3861.3999,3874.2000,61696
2024-04-22,3828.6001,3879.3501,3815.5000,3865.4500,51988
2024-04-19,3840.6001,3851.8000,3801.0000,3827.4500,223097
2024-04-18,3889.7500,3936.0000,3851.0000,3863.5000,65782
2024-04-16,3909.0000,3928.1001,3863.6499,3872.3000,163353
2024-04-15,3995.0000,4063.0000,3920.0000,3941.6499,104649
2024-04-12,3982.5000,4013.2500,3948.0000,4000.3000,179585
2024-04-10,3950.0500,3989.3000,3916.6001,3982.5500,109590
2024-04-09,3980.0000,4015.0500,3925.1001,3947.1499,81107
2024-04-08,3980.0000,4030.0000,3960.1001,3972.7000,90377
2024-04-05,3980.0000,4001.8999,3959.5000,3979.5500,93066
2024-04-04,3970.0500,4027.3000,3936.0000,4003.0500,42264
2024-04-03,3859.5500,3981.2000,3855.7000,3947.2500,62264
2024-04-02,3889.9500,3905.5000,3875.0000,3882.6001,44046
2024-04-01,3900.0000,3932.0000,3886.6001,3915.2500,58865
2024-03-28,3856.4500,3914.6499,3840.5000,3883.5500,80498
2024-03-27,3896.9500,3896.9500,3828.5500,3837.5000,71441
2024-03-26,3897.5500,3946.0000,3872.0000,3877.1001,203863
2024-03-22,3899.0000,3938.3999,3856.0000,3913.1001,275926
2024-03-21,3985.3999,4008.4500,3948.8501,3974.0500,64927
2024-03-20,3986.0000,4018.0000,3960.5000,3970.4500,136936
2024-03-19,4055.6499,4055.7000,3965.8999,3977.5500,25582190
2024-03-18,4217.5000,4254.4502,4116.7002,4144.7500,39490
2024-03-15,4202.8501,4238.7998,4177.0000,4217.5000,106409
2024-03-14,4143.0498,4213.7002,4086.8000,4207.1499,50198
2024-03-13,4200.0498,4241.0498,4132.7998,4148.3999,46250
2024-03-12,4117.2998,4229.2998,4117.2998,4191.3501,99915
2024-03-11,4080.3501,4153.0498,4080.3501,4121.5000,105726
2024-03-07,4060.1001,4124.0000,4039.0000,4110.1001,227716
2024-03-06,4016.1499,4071.9500,3959.3501,4065.3000,70501
2024-03-05,4060.0000,4062.0000,3980.5000,4011.3501,120472
2024-03-04,4095.4500,4114.1001,4075.4500,4081.6001,108134
2024-03-01,4095.3999,4139.8999,4087.8501,4096.2998,120954
2024-02-29,4100.0000,4138.0000,4068.8000,4092.1499,30529
2024-02-28,4103.0000,4154.2500,4091.3000,4116.3999,33404
2024-02-27,3999.8000,4124.6499,3997.0500,4102.7998,334830
2024-02-26,4039.0000,4050.8501,3983.3000,4000.3999,19901
2024-02-23,4121.0498,4128.9502,4045.5000,4051.9500,171593
2024-02-22,3968.3501,4093.8000,3968.3501,4086.4500,31762
2024-02-21,4018.8501,4063.0000,3980.0000,3989.3000,24380
2024-02-20,4089.8999,4098.8501,4011.1001,4029.9500,30284
2024-02-19,4119.1499,4121.6499,4055.1001,4101.6001,56840
2024-02-16,4112.0498,4147.0000,4100.8999,4129.2002,132816
2024-02-15,4122.2998,4145.0000,4081.7000,4102.0000,39303
2024-02-14,4102.0498,4114.5000,4049.5500,4101.0000,15211
2024-02-13,4120.0498,4169.3501,4082.3999,4149.1499,21924
2024-02-12,4130.8999,4159.3501,4106.1001,4119.0498,57361
2024-02-09,4130.0000,4184.5498,4098.3999,4134.2500,202275
2024-02-08,4090.0000,4157.6001,4085.7500,4135.5498,39399
2024-02-07,4140.1499,4156.0498,4072.8501,4083.2000,271054
2024-02-06,4000.0000,4149.7500,3987.1001,4133.4502,107328
2024-02-05,3973.6001,4020.0000,3960.4500,3972.7500,126912
2024-02-02,3860.0000,3982.0500,3860.0000,3966.3501,178429
2024-02-01,3816.2000,3904.7000,3805.0000,3851.4500,780437
2024-01-31,3804.1499,3834.8999,3797.0000,3814.7500,32384
2024-01-30,3801.5000,3845.7500,3786.0000,3799.1001,272018
2024-01-29,3807.8501,3820.5000,3782.0000,3801.3501,251247
2024-01-25,3836.8000,3855.0000,3780.0000,3808.2000,1089054
2024-01-24,3862.2000,3881.3999,3805.0000,3848.0000,408405
2024-01-23,3900.0000,3933.0000,3844.2500,3861.8999,51991
2024-01-19,3930.0000,3963.0000,3917.3999,3942.2500,562002
2024-01-18,3884.1499,3884.1499,3884.1499,3884.1499,0
2024-01-17,3835.8501,3910.0000,3818.1001,3884.1499,41328
2024-01-16,3902.2500,3902.2500,3855.2500,3861.0000,25447
2024-01-15,3952.4500,3965.0000,3885.0000,3902.3999,89116
2024-01-12,3843.9500,3905.7500,3820.6001,3881.7000,1168288
2024-01-11,3723.0000,3772.0000,3708.0000,3736.2000,205186
2024-01-10,3690.1499,3730.0000,3688.0000,3713.7000,99268
2024-01-09,3718.8501,3752.1001,3683.1499,3690.1499,87204
2024-01-08,3737.7500,3738.1499,3671.0500,3677.7000,26313
2024-01-05,3671.2000,3746.8999,3671.2000,3737.7500,226503
2024-01-04,3700.0000,3719.1499,3651.5500,3667.0000,113458
2024-01-03,3770.0000,3770.0000,3688.2000,3691.5500,101894
2024-01-02,3814.3999,3814.3999,3766.4500,3783.2500,28298
2024-01-01,3792.0000,3831.8999,3772.8000,3810.6001,68853
2023-12-29,3797.8501,3822.9500,3766.0500,3794.9500,105711
2023-12-28,3822.1001,3838.2500,3793.7500,3801.0500,29256
2023-12-27,3795.5500,3818.0000,3768.1001,3810.8000,28290
2023-12-26,3780.1001,3833.8501,3780.1001,3794.6001,70216
2023-12-22,3796.3000,3845.9500,3762.7000,3825.3000,127163
2023-12-21,3734.3999,3805.0000,3734.3999,3789.4500,90556
2023-12-20,3821.6001,3898.8501,3768.0000,3780.3501,60720
2023-12-19,3841.3999,3852.0000,3791.0000,3812.1001,54142
2023-12-18,3860.0000,3928.9500,3831.2000,3858.0000,73334
2023-12-15,3660.2000,3894.0500,3660.2000,3860.0500,272428
2023-12-14,3620.2500,3676.3501,3620.2500,3666.6001,246373
2023-12-13,3641.0000,3650.0000,3563.0500,3593.7500,115769
2023-12-12,3640.0000,3699.0000,3632.2000,3672.0500,77392
2023-12-11,3626.3999,3652.7000,3623.0000,3642.2000,22168
2023-12-08,3620.1499,3644.0000,3601.1499,3626.3999,274344
2023-12-07,3616.9500,3631.0000,3592.3501,3616.7000,37043
2023-12-06,3530.4500,3612.3999,3526.8999,3603.3501,48863
2023-12-05,3537.0000,3537.0000,3503.0000,3529.8999,77724
2023-12-04,3533.0500,3545.0000,3499.0000,3509.6499,48292
2023-12-01,3495.1001,3517.1499,3490.0000,3509.6001,441821
2023-11-30,3507.4500,3515.0000,3481.3000,3493.3999,46364
2023-11-29,3475.1499,3517.0000,3475.1499,3513.1001,98285
2023-11-28,3453.0000,3480.0000,3431.6001,3470.4500,58924
2023-11-24,3499.0000,3504.8999,3452.2500,3457.6001,365537
2023-11-23,3539.7500,3543.3999,3499.0000,3508.9500,196038
2023-11-22,3492.0500,3532.4500,3481.0000,3529.8501,114862
2023-11-21,3523.0000,3539.3999,3502.0000,3510.3000,48656
2023-11-20,3493.9500,3533.1001,3493.0000,3519.3000,80442
2023-11-17,3518.9500,3524.5000,3494.0500,3502.6499,271375
2023-11-16,3467.0000,3529.0000,3415.5000,3498.0000,169895
2023-11-15,3385.1001,3413.0000,3360.0000,3399.3000,128174
2023-11-13,3350.0000,3357.0000,3327.0000,3331.7000,32989
2023-11-10,3343.9500,3347.0000,3322.3501,3332.8000,253510
2023-11-09,3391.0000,3392.5000,3343.0000,3348.2500,35061
2023-11-08,3377.9500,3402.0000,3371.8501,3380.7500,68334
2023-11-07,3385.0000,3404.5500,3366.0500,3370.1001,38446
2023-11-06,3364.0000,3393.6499,3360.0000,3385.3501,14209
